Fecha y Hora,Humedad (raw),Válvula,Observaciones
2025-10-07 17:25:48,359,OFF,
2025-10-07 17:26:46,358,OFF,
2025-10-07 17:26:46,358,ON,
2025-10-07 17:26:46,357,ON,
2025-10-07 17:26:46,359,ON,
2025-10-07 17:26:46,358,ON,
2025-10-07 17:28:22,358,ON,
2025-10-07 17:28:22,358,OFF,
2025-10-07 17:28:22,359,OFF,
2025-10-07 17:28:22,359,OFF,
2025-10-07 17:28:22,358,OFF,
2025-10-07 17:28:22,359,OFF,
2025-10-07 17:28:22,359,OFF,
2025-10-07 17:28:22,357,OFF,
2025-10-07 17:28:22,357,OFF,
2025-10-07 17:28:22,358,OFF,
2025-10-07 17:28:29,359,OFF,
2025-10-07 17:28:39,359,OFF,
2025-10-07 17:29:17,361,OFF,
2025-10-07 17:29:17,361,ON,
2025-10-07 17:29:17,358,ON,
2025-10-07 17:29:27,359,ON,
2025-10-07 17:29:46,360,OFF,
2025-10-07 17:29:46,360,ON,
2025-10-07 17:32:47,359,ON,
2025-10-07 17:32:47,358,OFF,
2025-10-07 17:32:47,359,OFF,
2025-10-07 17:32:47,358,OFF,
2025-10-07 17:32:47,357,OFF,
2025-10-07 17:32:47,357,OFF,
2025-10-07 17:32:47,357,OFF,
2025-10-07 17:32:47,357,OFF,
2025-10-07 17:32:47,358,OFF,
2025-10-07 17:32:47,359,OFF,
2025-10-07 17:32:47,359,OFF,
2025-10-07 17:32:47,359,OFF,
2025-10-07 17:32:47,358,OFF,
2025-10-07 17:32:47,359,OFF,
2025-10-07 17:32:47,1023,OFF,
2025-10-07 17:32:47,1009,OFF,
2025-10-07 17:32:47,1023,OFF,
2025-10-07 17:32:47,1023,OFF,
2025-10-07 17:32:52,1023,OFF,
2025-10-07 17:32:58,1021,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1022,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:38:49,1023,OFF,
2025-10-07 17:46:38,1023,ON,Arduino Uno | Riego automático activado
2025-10-07 17:47:06,1023,ON,Arduino Uno | Lectura normal
2025-10-07 17:47:06,1023,ON,Arduino Uno | Lectura normal
2025-10-07 17:47:12,1023,ON,Arduino Uno | Lectura normal
2025-10-07 17:47:17,1023,ON,Arduino Uno | Lectura normal
2025-10-07 17:47:33,1023,ON,Arduino Uno | Riego automático activado
2025-10-07 17:47:48,1023,ON,Arduino Uno | Lectura normal
2025-10-07 17:47:48,369,OFF,Arduino Uno | Riego automático desactivado
2025-10-07 17:49:58,366,OFF,Arduino Uno | Riego automático desactivado
2025-10-07 17:49:58,356,OFF,Arduino Uno | Lectura normal
2025-10-07 17:49:58,355,OFF,Arduino Uno | Lectura normal
2025-10-07 17:49:58,358,OFF,Arduino Uno | Lectura normal
2025-10-07 17:49:58,359,OFF,Arduino Uno | Lectura normal
2025-10-07 17:49:58,358,OFF,Arduino Uno | Lectura normal
2025-10-07 17:49:58,360,OFF,Arduino Uno | Lectura normal
2025-10-07 17:49:58,361,OFF,Arduino Uno | Lectura normal
2025-10-07 17:49:58,363,OFF,Arduino Uno | Lectura normal
2025-10-07 17:49:58,364,OFF,Arduino Uno | Lectura normal
2025-10-07 17:49:58,366,OFF,Arduino Uno | Lectura normal
2025-10-07 17:49:58,367,OFF,Arduino Uno | Lectura normal
2025-10-07 17:49:58,369,OFF,Arduino Uno | Lectura normal
